corridor,service_category,company_name,website_url,source_name,source_url,accreditation_body,accreditation_number,accreditation_expiry
FR-NO,banks,DNB,https://www.dnb.no,DNB - New in Norway: How to become a bank customer,https://www.dnb.no/en/customer-loyalty-programme/become-customer/new-to-norway,,,
FR-NO,banks,Nordea,https://www.nordea.no,Nordea - Etablering av kundeforhold (new customer / valid ID incl. foreign passport),https://www.nordea.no/privat/kundeservice/opprette-og-avslutte-kundeforhold/etablering-av-kundeforhold-gyldig-legitimasjon.html,,,
FR-NO,banks,SpareBank 1 SMN,https://www.sparebank1.no,SpareBank 1 SMN - New Customer (become a customer with a foreign passport),https://www.sparebank1.no/en/smn/personal/new-customer.html,,,
FR-NO,banks,Danske Bank,https://danskebank.no,"Danske Bank - Your Nordic Banking Partner (international business, Oslo)",https://danskebank.no/bedrift/produkter-og-tjenester/internasjonal-handel/internasjonal-virksomhet/en,,,
FR-NO,movers,Alfa Mobility,https://www.alfamoving.com,"FIDI Affiliate directory - Alfa Mobility (FAIM accredited, Oslo)",https://www.fidi.org/find-fidi-affiliate/alfa-mobility-5,,,
FR-NO,movers,Adams Express,https://www.adams.no,"Adams Express - International moving service page (FIDI/FAIM, Oslo)",https://adams.no/en/services/international-moving,,,
FR-NO,movers,NFB International Relocations,http://www.nfbir.com,"NFB International Relocations - profile (FIDI/FAIM, Skui/Oslo)",https://no.sirelo.org/moving-companies/skui-oslo/nfb-international-relocations-as/,,,
FR-NO,schools,Oslo International School,https://www.oslointernationalschool.no,"Oslo International School - Admissions (IB, English medium)",https://www.oslointernationalschool.no/admissions,,,
FR-NO,schools,The British School of Oslo,https://www.britishschool.no,"iSchoolAdvisor - The British School of Oslo (British curriculum, English instruction, A-level/IGCSE)",https://www.ischooladvisor.com/norway/oslo/oslo/the-british-school-of-oslo,,,
FR-NO,schools,Asker International School,https://askeris.no,"Asker International School - Upper Secondary and Diploma Programme (IB, English medium)",https://askeris.no/upper-secondary-and-diploma-programme/,,,
FR-NO,schools,Lycee Francais Rene Cassin d'Oslo,https://lfo.no,The French School in Oslo - LFO Admissions,https://lfo.no/en/about-lfo/school-news/lfo-admissions/,,,
XX-ES,legal_admin,Garrigues,https://www.garrigues.com/en_GB,Garrigues - Labor and Employment (international assignments / immigration),https://www.garrigues.com/en_GB/services/labor-and-employment,Ilustre Colegio de la Abogacia de Madrid,,
XX-ES,legal_admin,Lexidy,https://www.lexidy.com/,Lexidy - Spain Digital Nomad Visa Lawyer (Madrid immigration),https://www.lexidy.com/services/spain/immigration/digital-nomad/,Ilustre Colegio de la Abogacia de Madrid,,
XX-ES,legal_admin,Del Canto Chambers,https://delcantochambers.com/,"ExpatLawyerSpain - Immigration & Residency Lawyers (Del Canto Chambers, Madrid)",https://expatlawyerspain.com/immigration-lawyers-spain,Ilustre Colegio de la Abogacia de Madrid,,
XX-ES,tax_finance,Garrigues,https://www.garrigues.com/en_GB,Garrigues - Tax services (individuals / international taxation),https://www.garrigues.com/en_GB/services/tax,Consejo General de Economistas - REAF,,
XX-ES,tax_finance,US Tax Consultants,https://ustaxconsultants.es/,"US Tax Consultants - non-resident (Modelo 210) and expat tax services, Madrid office",https://ustaxconsultants.es/,Consejo General de Economistas - REAF,,
XX-ES,tax_finance,Auren,https://auren.com/es/,Auren - Asesoramiento fiscal y contable (tax advisory),https://auren.com/es/soluciones/para-departamento-financiero-fiscal/,Consejo General de Economistas - REAF,,
XX-ES,housing_agencies,Moving2Madrid,https://moving2madrid.com/,Moving2Madrid - expat buyer/tenant relocation and rental service,https://moving2madrid.com/,,,
XX-ES,housing_agencies,Globexs,https://www.globexs.com/,Globexs - Madrid expat apartments & relocation services,https://www.globexs.com/expat-apartments-for-rent-in-madrid/,,,
XX-ES,housing_agencies,Engel & Volkers Madrid,https://www.engelvoelkers.com/es/en/real-estate-agent/community-of-madrid/madrid,"Engel & Volkers - Real estate agents in Madrid (sales, rentals, property management)",https://www.engelvoelkers.com/es/en/real-estate-agent/community-of-madrid/madrid,,,
XX-ES,housing_agencies,DFLAT Madrid,https://www.dflatmadrid.com/en,DFLAT Madrid - Corporate Housing / executive relocation agency,https://www.dflatmadrid.com/en/corporate-housing,,,
XX-ES,banks,Banco Santander,https://www.bancosantander.es/en/particulares,Santander - Non-Resident Online Account (open with passport; Ireland eligible),https://www.bancosantander.es/en/particulares/cuentas-bancarias/cuenta-online-con-pasaporte/,,,
XX-ES,banks,CaixaBank (HolaBank),https://www.caixabank.es/particular/holabank_en.html,CaixaBank HolaBank - banking services for foreign residents/newcomers,https://www.caixabank.es/particular/holabank_en.html,,,
XX-ES,banks,BBVA,https://www.bbva.es/en/personas/productos/cuentas.html,BBVA - online account (available to non-residents with passport),https://www.bbva.es/en/personas/productos/cuentas/cuenta-online-sin-comisiones.html,,,
XX-ES,banks,Banco Sabadell,https://www.bancsabadell.com/bsnacional/en/personal/,Banco Sabadell - Key Account for non-residents in Spain,https://www.bancsabadell.com/bsnacional/en/personal/bank-accounts/key-account/,,,
XX-ES,movers,Santa Fe Relocation,https://www.santaferelo.com/,FIDI Affiliate profile - Santa Fe Relocation Madrid (FAIM certified),https://www.fidi.org/find-fidi-affiliate/santa-fe-relocation-madrid,,,
XX-ES,movers,AGS Movers Madrid,http://www.agsmovers.com/,FIDI Affiliate profile - AGS Mudanzas Internacionales Espana Madrid (FAIM certified),https://www.fidi.org/find-fidi-affiliate/ags-mudanzas-internacionales-espana-madrid,,,
XX-ES,movers,Flippers International,http://www.flippers.es,FIDI Affiliate profile - Flippers International S.L. (FAIM certified),https://www.fidi.org/find-fidi-affiliate/flippers-international-sl,,,
XX-ES,movers,Hasenkamp Relocation Services Spain,https://hasenkamp.com/en-gb,EuRA member profile - Hasenkamp Relocation Services Spain (Madrid),https://www.eura-relocation.com/members/hasenkamp-relocation-services-spain,,,
XX-ES,schools,American School of Madrid,https://www.asmadrid.org/,American School of Madrid - K-12 international school with IB Diploma (American curriculum),https://www.asmadrid.org/,,,
XX-ES,schools,International College Spain (ICS),https://www.nordangliaeducation.com/ics-madrid,IB - Find an IB World School: International College Spain (IB school code 000168),https://ibo.org/programmes/find-an-ib-school/ibaem/i/international-college-spain/,,,
XX-ES,schools,The British School - El Colegio Britanico,https://www.thebritishschool.org/en,"The British School Madrid - English National Curriculum, A Levels & IB Diploma",https://www.thebritishschool.org/en,,,
XX-ES,schools,Runnymede College,https://runnymede-college.com/,"Runnymede College - British & IB curriculum international school, Madrid",https://runnymede-college.com/about-us/contact-information/,,,
ES-IE,legal_admin,Fragomen,https://www.fragomen.com/offices/dublin.html,Fragomen - Immigration Services in Dublin,https://www.fragomen.com/offices/dublin.html,,,
ES-IE,legal_admin,Sinnott Solicitors,https://sinnott.ie/,Sinnott Solicitors - Leading Irish Law Firm in Immigration,https://sinnott.ie/,Law Society of Ireland,,
ES-IE,legal_admin,Gibson & Associates Solicitors,https://www.gibsonandassociates.ie/,Gibson & Associates - Immigration Solicitors Ireland,https://www.gibsonandassociates.ie/personal/irish-immigration-solicitors/,Law Society of Ireland,,
ES-IE,legal_admin,Berkeley Solicitors,https://berkeleysolicitors.ie/,Berkeley Solicitors - Immigration Services,https://berkeleysolicitors.ie/immigration-services/,Law Society of Ireland,,
ES-IE,tax_finance,Warren & Partners,https://www.warrenp.ie/,Warren & Partners - Tax Advice and Solutions (Global Mobility),https://www.warrenp.ie/,Irish Tax Institute,,
ES-IE,tax_finance,Expat Taxes,https://expattaxes.ie/,Expat Taxes - Tax compliance and advisory services,https://expattaxes.ie/,Irish Tax Institute,,
ES-IE,tax_finance,Crowe Ireland,https://www.crowe.com/ie,Crowe Ireland - Global Mobility Services,https://www.crowe.com/ie/services/tax/employers-advisory-and-solutions/global-mobility,Chartered Accountants Ireland,,
ES-IE,tax_finance,Baker Tilly Ireland,https://www.bakertilly.ie/,Baker Tilly Ireland - Global Mobility & Expatriate,https://www.bakertilly.ie/services/advisory/global-mobility-and-expatriate,Chartered Accountants Ireland,,
ES-IE,housing_agencies,Lisney Sotheby's International Realty,https://lisney.com/,Lisney - Corporate Tenant Relocation Services Ireland,https://lisney.com/service/corporate-tenant-relocation-residential/,,,
ES-IE,housing_agencies,Morrison Estates,https://www.morrisonestates.ie/,Morrison Estates - Corporate Lettings and International Relocation,https://www.morrisonestates.ie/landlords/,,,
ES-IE,housing_agencies,Owen Reilly,https://www.owenreilly.ie/,Owen Reilly - Dublin Docklands & City Centre Lettings and Management,https://www.owenreilly.ie/,,,
ES-IE,housing_agencies,PropSupport,https://www.propsupport.com/,PropSupport - Corporate Relocation / Housing Support Ireland,https://www.propsupport.com/corporate-relocation-solutions/relocation-companies-ireland-guide/,,,
ES-IE,banks,Bank of Ireland,https://personalbanking.bankofireland.com/,Bank of Ireland - Coming to Ireland Current Account,https://personalbanking.bankofireland.com/bank/current-accounts/personal-current-account/coming-to-ireland/,,,
ES-IE,banks,AIB,https://www.aib.ie/,AIB - Non Resident Personal Identification Requirements,https://www.aib.ie/our-products/savings-and-deposits/non-resident-personal-identification-requirements,,,
ES-IE,banks,PTSB,https://www.ptsb.ie/,PTSB - Moving or Returning to Ireland,https://www.ptsb.ie/help-and-support/why-join-us/returning-to-ireland/,,,
ES-IE,movers,AMC Removals & Storage,https://www.amcremovals.ie/,AMC Removals - FIDI/FAIM/BAR/IAM Accredited International Mover,https://www.amcremovals.ie/blog/how-to-choose-a-moving-company-in-dublin,,,
ES-IE,movers,Just Move,https://www.justmove.ie/,Just Move - International Relocation Services (FIDI/IAM),https://www.justmove.ie/mover/international-relocation-services/,,,
ES-IE,movers,Allen Removals,https://www.allenremovals.ie/,Allen Removals - Trade Associations (BAR & IAM),https://www.allenremovals.ie/trade-associations/,,,
ES-IE,schools,Nord Anglia International School Dublin,https://www.nordangliaeducation.com/nais-dublin,NAIS Dublin - International Baccalaureate Diploma Programme,https://www.nordangliaeducation.com/nais-dublin/academic-excellence/ib-diploma,,,
ES-IE,schools,International School of Dublin,https://www.internationalschooldublin.ie/,International School of Dublin - IB Primary Years Programme,https://www.internationalschooldublin.ie/learning,,,
ES-IE,schools,St Andrew's College Dublin,https://www.sac.ie/,St Andrew's College - International Baccalaureate Diploma Programme,https://www.sac.ie/page/?title=International+Baccalaureate&pid=402,,,
FR-NO,legal_admin,Wikborg Rein,https://www.wr.no/en,Wikborg Rein - About us (offices incl. Stavanger),https://www.wr.no/en/about-us,Advokatforeningen / Tilsynsradet for advokatvirksomhet,916 782 195,
FR-NO,legal_admin,Aider Legal,https://www.aiderlegal.com/,Aider Legal - Global mobility and immigration services (Stavanger team),https://www.aiderlegal.com/our-expertise/global-mobility,Advokatforeningen / Tilsynsradet for advokatvirksomhet,835 700 402,
FR-NO,legal_admin,Relocation.no,https://relocation.no/,Relocation.no - Visas and Immigration,https://relocation.no/expat-communities/relocation-to-norway/visas-and-immigration/,,,
FR-NO,legal_admin,Advokatfirmaet PwC (Stavanger),https://www.pwc.no/en/services/legal-services.html,PwC Norway - Legal services,https://www.pwc.no/en/services/legal-services.html,Advokatforeningen / Tilsynsradet for advokatvirksomhet,,
FR-NO,tax_finance,PwC Stavanger,https://www.pwc.no/no/kontorer/stavanger.html,PwC - Revisjon og radgivning i Stavanger (office page),https://www.pwc.no/no/kontorer/stavanger.html,Finanstilsynet (revisorregister) / Revisorforeningen,,
FR-NO,tax_finance,BDO Stavanger,https://www.bdo.no/en-gb/locations/sandnes,"BDO in Stavanger - Auditors, Advisers, Solicitor (office page)",https://www.bdo.no/en-gb/locations/sandnes,Finanstilsynet (revisorregister) / Revisorforeningen,,
FR-NO,tax_finance,EY Stavanger,https://www.ey.com/en_no/locations/norway,EY Norway - Office locations (Stavanger/Forus),https://www.ey.com/en_us/locations/norway,Finanstilsynet (revisorregister) / Revisorforeningen,,
FR-NO,tax_finance,Aider Legal (Tax & Accounting),https://www.aiderlegal.com/,"Aider Legal - Accounting, Reporting & Payroll Services (Stavanger team)",https://www.aiderlegal.com/our-expertise/accounting-and-reporting,Revisorforeningen / Finanstilsynet (for CPA staff),835 700 402,
FR-NO,housing_agencies,Utleiemegleren Stavanger,https://www.utleiemegleren.no/en,Utleiemegleren - Find your agency (Stavanger office listed),https://www.utleiemegleren.no/en/meglerkontor,,,
FR-NO,housing_agencies,Rentaborg (Stavanger),https://rentaborg.com/stavanger,Rentaborg - Corporate Housing in Stavanger (offshore/energy sector),https://rentaborg.com/stavanger,,,
FR-NO,housing_agencies,Lys Bolig,https://www.lysbolig.no/en/corporate-housing-stavanger,Lys Bolig - Corporate housing in Stavanger,https://www.lysbolig.no/en/corporate-housing-stavanger,,,
FR-NO,housing_agencies,Best Housing Apartments / Stavanger Boligutleie,https://www.stavangerboligutleie.no/en/om-oss,Best Housing Apartments - About (long-term rentals w/ Stavanger Boligutleie AS),https://www.stavangerboligutleie.no/en/om-oss,,,
FR-NO,housing_agencies,EiendomsMegler 1 Boligutleie Stavanger,https://www.eiendomsmegler1.no/kontor/stavanger-sentrum,"1881.no - EiendomsMegler 1 Boligutleie, Stavanger (rental listing)",https://www.1881.no/boligutleie/boligutleie-rogaland/boligutleie-stavanger/eiendomsmegler-1-boligutleie_100934031S2/,,,
FR-NO,banks,SpareBank 1 SR-Bank (SpareBank 1 Sor-Norge),https://www.sparebank1.no/en/sor-norge/personal.html,"SpareBank 1 Sor-Norge - New Customer (HQ Christen Tranesgate 35, Stavanger)",https://www.sparebank1.no/en/sor-norge/personal/new-customer.html,,,
FR-NO,banks,DNB,https://www.dnb.no/en,DNB - New in Norway: How to become a bank customer,https://www.dnb.no/en/customer-loyalty-programme/become-customer/new-to-norway,,,
FR-NO,banks,Nordea Stavanger,https://www.nordea.no/,"Proff.no - Nordea filial Norge avd Stavanger (branch registry, St. Svithuns gate 1, 4005 Stavanger)",https://www.proff.no/selskap/nordea-bank-ab-publ-filial-norge-avd-stavanger/stavanger/banker/IG3CS9107ZD,,,
FR-NO,movers,Alfa Mobility (Stavanger),https://www.alfamoving.com/,Alfa Mobility - Move to the United Kingdom (NO->UK moving service; FIDI-certified Norway offices incl. Stavanger),https://www.alfamoving.com/en/private-moving-services/move-abroad-guide/move-to-the-united-kingdom/,,,
FR-NO,movers,AGS Movers Norway,https://www.agsmovers.com/branches/movers-europe/norway/norway/,AGS Movers Norway - International removals (FIDI/FAIM partners),https://www.agsmovers.com/branches/movers-europe/norway/norway/,,,
FR-NO,movers,Relocation.no (International Move Management),https://relocation.no/,Relocation.no - Settling In / International Move Management (Stavanger main office),https://relocation.no/services/settling-in-norway/,,,
FR-NO,movers,PSS International Removals (to/from Norway),https://www.pssremovals.com/removals-to-norway,PSS International Removals - Removals to Norway (UK<->Norway route),https://www.pssremovals.com/removals-to-norway,,,
FR-NO,schools,International School of Stavanger,https://isstavanger.no/,ISS at a Glance - English-language international school (K-12),https://isstavanger.no/about/iss-at-a-glance/,,,
FR-NO,schools,British International School of Stavanger (BISS),https://www.biss.no/,"BISS - British International Schools of Stavanger (English-medium, IB, Gausel & Sentrum campuses)",https://www.biss.no/,,,
XX-GB,legal_admin,Ledingham Chalmers,https://www.ledinghamchalmers.com/,Ledingham Chalmers - Immigration (Business),https://www.ledinghamchalmers.com/business/immigration,Law Society of Scotland,,
XX-GB,legal_admin,Burness Paull,https://www.burnesspaull.com/,"Burness Paull - Immigration, Visas and Global Mobility",https://www.burnesspaull.com/what-we-do/our-services/immigration-visas-and-global-mobility/,Law Society of Scotland,,
XX-GB,legal_admin,OTB Legal,https://otb.legal/,OTB Legal - Immigration Lawyer Aberdeen,https://otb.legal/aberdeen/,,,
XX-GB,legal_admin,Immigration Advice Service (IAS),https://iasservices.org.uk/,IAS - Immigration Lawyers Aberdeen,https://iasservices.org.uk/aberdeen/,,,
XX-GB,tax_finance,Johnston Carmichael,https://johnstoncarmichael.com/,Johnston Carmichael - Global Mobility,https://johnstoncarmichael.com/our-services/international-insight/global-mobility/,ICAS,,
XX-GB,tax_finance,AAB (Anderson Anderson & Brown),https://aab.uk/,"AAB - International Employment Taxes (Global Mobility, Expatriate & UK Tax Compliance)",https://aab.uk/services/payroll-employment/overseas-employment-taxes/,ICAS,,
XX-GB,tax_finance,Hall Morrice,https://hall-morrice.co.uk/,"Hall Morrice - About (independent chartered accountants, Aberdeen, energy sector)",https://hall-morrice.co.uk/about/,ICAS,,
XX-GB,tax_finance,James Milne Chartered Accountants,https://www.jamesmilne.co.uk/,James Milne - Accountants and Tax Advisers (oil & gas; foreign income personal tax),https://www.jamesmilne.co.uk/,ICAS,,
XX-GB,housing_agencies,Martin & Co Aberdeen,https://www.martinco.com/estate-agents-and-letting-agents/branch/aberdeen/,Martin & Co Aberdeen - Branch (Corporate Relocation service listed),https://www.martinco.com/estate-agents-and-letting-agents/branch/aberdeen/,,,
XX-GB,housing_agencies,Trade Rentals,https://traderentals.co.uk/,Trade Rentals - Corporate Housing Aberdeen (Oil & Gas relocation lettings),https://traderentals.co.uk/services/corporate-housing/aberdeen,,,
XX-GB,housing_agencies,Aberdein Considine,https://property.acandco.com/,Aberdein Considine - Our Offices (Union Street Aberdeen property/lettings),https://property.acandco.com/offices/,,,
XX-GB,housing_agencies,Northwood Aberdeen,https://www.northwooduk.com/estate-agents-and-letting-agents/branch/aberdeen/,Northwood Aberdeen - Branch (lettings & property management),https://www.northwooduk.com/estate-agents-and-letting-agents/branch/aberdeen/,,,
XX-GB,banks,HSBC UK - Aberdeen Union Street,https://www.hsbc.co.uk/,"HSBC UK - Aberdeen branch (95-99 Union Street, AB11 6BD)",https://www.hsbc.co.uk/branch-list/aberdeen-counter-service-available-monday-friday/,,,
XX-GB,banks,Bank of Scotland - Aberdeen,https://www.bankofscotland.co.uk/,Bank of Scotland - Aberdeen branches (39 Albyn Place & 48 Upperkirkgate),https://branches.bankofscotland.co.uk/aberdeen,,,
XX-GB,banks,Royal Bank of Scotland - Aberdeen,https://www.rbs.co.uk/,Royal Bank of Scotland - Branch banking (Aberdeen; 40 Albyn Place),https://www.rbs.co.uk/banking-with-royal-bank-of-scotland/other-ways-to-bank-with-royal-bank/royal-bank-branch-banking.html,,,
XX-GB,banks,Santander UK - Aberdeen Union Street,https://www.santander.co.uk/,"Santander UK - Our branches (Aberdeen, 171-173 Union Street, AB11 6WT)",https://www.santander.co.uk/personal/support/ways-to-bank/our-branches,,,
XX-GB,movers,The Shore Porters Society,https://www.shoreporters.com/,Shore Porters - Overseas Move (FIDI member; BAR Overseas Group),https://www.shoreporters.com/moving-overseas/,,,
XX-GB,movers,Clark & Rose,https://www.clarkandrose.co.uk/,Clark & Rose - Overseas moving (FIDI-trained; BAR member; Norway listed),https://www.clarkandrose.co.uk/removal-services/overseas-moving/,,,
XX-GB,movers,Purdie Worldwide,https://purdieworldwide.co.uk/,Purdie Worldwide - International Removals Aberdeen,https://purdieworldwide.co.uk/international-removals-aberdeen/,,,
XX-GB,movers,Simpsons International Removals,https://www.simpsons-uk.com/,Simpsons - International Removals and Overseas Moving (Norway listed),https://www.simpsons-uk.com/international-removals,,,
XX-GB,schools,International School Aberdeen (ISA),https://isa.aberdeen.sch.uk/,"International School Aberdeen - Home (independent IB World School, ages 3-18)",https://isa.aberdeen.sch.uk/,,,
XX-GB,schools,Robert Gordon's College,https://www.rgc.aberdeen.sch.uk/,Robert Gordon's College - Apply (admissions; independent private school),https://www.rgc.aberdeen.sch.uk/beginyourjourney/apply,,,
XX-GB,schools,Albyn School,https://www.albynschool.org/,Albyn School - Admissions & Fees (independent school; Child Student Visa CAS sponsor),https://www.albynschool.org/admissions-fees,,,
XX-SE,legal_admin,Vinge,https://www.vinge.se,Vinge - Corporate Immigration practice area,https://www.vinge.se/en/expertise/practice-areas/corporate-immigration/,Sveriges advokatsamfund,,
XX-SE,legal_admin,Mannheimer Swartling,https://www.mannheimerswartling.se,Mannheimer Swartling - Expertise,https://www.mannheimerswartling.se/en/expertise/,Sveriges advokatsamfund,,
XX-SE,legal_admin,Advantage Advokatbyrå,https://advantage.se,Advantage - Migration Law,https://advantage.se/en/migration-law/,Sveriges advokatsamfund,,
XX-SE,legal_admin,Bird & Bird,https://www.twobirds.com,Bird & Bird - Stockholm office,https://www.twobirds.com/en/reach/nordic-region/sweden/stockholm,Sveriges advokatsamfund,,
XX-SE,tax_finance,PwC Sweden,https://www.pwc.se,PwC Sweden - Tax,https://www.pwc.se/tax-sweden,FAR,,
XX-SE,tax_finance,KPMG Sweden,https://kpmg.com/se,KPMG Sweden - Migration and Swedish work permits,https://kpmg.com/se/en/services/tax/our-services-for-employers/migration-and-swedish-work-permits.html,FAR,,
XX-SE,tax_finance,Deloitte Sweden,https://www.deloitte.com/se,Deloitte Sweden - Mobility Tax,https://www.deloitte.com/se/sv/services/tax/services/mobility-tax.html,FAR,,
XX-SE,tax_finance,EY Sweden,https://www.ey.com/en_se,EY Sweden - Integrated Workforce Mobility,https://www.ey.com/en_se/services/workforce/integrated-workforce-mobility,FAR,,
